Sentence,UserID,Datetime,Train/Dev/Test,Score_1,Score_2,Score_3,Score_4,Score_5,Score_6,Score_7,Score_8,Score_9,Score_10,Score_11,Score_12,Score_13,Score_14,Score_15,Score_16,Score_17,Score_18,Score_19,Score_20,Score_21,Score_22,Score_23,Score_24,Score_25,Score_26,Score_27,Score_28,Score_29,Score_30,Score_31,Score_32,Score_33,Score_34,Score_35,Score_36,Score_37,Score_38,Score_39,Score_40
"""チンポに根性焼きされる夢見たけど""""業""""でもたまってるんですか？""",62,2020/08/02 01:10,train,3,2,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0
食うもんがなさすぎてフルーツグラノーラ生でバリバリ食べてる,62,2020/08/02 03:02,train,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
酒はぬるめの 燗がいい 肴は炙った イカでいい←もっといいもの食えよ,62,2020/08/02 03:07,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
人は自分の理解の及ばないものを恐れ、迫害するものよ,62,2020/08/02 03:57,train,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fpsのデカい大会見てるけどスモークで見えないところにSR一発撃ってちゃんと当てたり裏に立ってる敵を一瞬で振り向いてSR当てたりわたしのやってるゲームとなんか違う(インタビューで｢撃ったら当たった｣って言ってた),62,2020/08/02 13:00,train,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
@あすかすと東京で会おうとしていた人 あすかすは調子が悪くてずっと寝てるか起きてても発狂しているので東京に行くのは厳しそうです……申し訳ない……,62,2020/08/02 14:45,train,3,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
何回もこの話するけど初めて過食嘔吐した時に食べたのがチキンラーメンなのでチキンラーメンがほんとに食べれなくなった、匂い嗅ぐだけで吐きそうになってしまう……,62,2020/08/02 15:08,train,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,3,0,0,1,0,0,0,2,3,0
あなたの厨二病はどこから？ わたしは中学生の時に眼帯をつけてたとこから！！,62,2020/08/02 15:09,train,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
思い出すシリーズ:トデスアワード,62,2020/08/02 15:52,train,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
同居人がバター醤油具なしパスタを食っており具なしパスタの布教が着実に成功している事を確信しています… そこのお前も具なしパスタを作れ……,62,2020/08/02 16:34,train,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
anan 禁忌特集,62,2020/08/02 22:29,train,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ゲエジのせいか解剖系のテストの時骨とかイラストがないと脳内にイメージが浮かばないからとりあえず関節とか曲げて自分で実演するせいでかなり挙動不審になる(別に覚えてもいいけど理論的に答えが出るものを覚えてもしょうがないので),62,2020/08/03 13:43,train,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
最高の夏！(大声) 始めちゃってます！！(裏声),62,2020/08/03 15:45,train,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0
奈良公園の鹿に野菜与えると野菜の味を覚えて畑荒らすのか、じゃあ人肉を食わせて人の味を覚えた最強のキラー鹿でも作ろうかな,62,2020/08/03 17:16,train,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0
某サイケなお茶のレシピが昔クックパッドに載ってたの今考えてもめちゃくちゃ面白いな,62,2020/08/03 17:22,train,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
コロナ感染防止のため、診察室の扉が全部開け放たれており、色々聞こえてくる……(みんなだいたい明るくてすごいな～って思う),62,2020/08/04 11:40,train,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0
薬剤師はヤクザと医師の性質両方を併せ持つ?,62,2020/08/04 12:25,train,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
コンサタ36mgまで増えたし医者2(コンサタ出すだけの医者)に｢ナルコレプシーかもね～～～｣って言われ、ア゜(ナルコレプシーだとしてもリタリンはでなさそう)(最悪朝夕コンサタ出してくれるとか),62,2020/08/04 13:51,train,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
洗い物がたまりにたまってヤバい臭いがし始めると洗う気失せますがそういう時はとりあえず洗剤をドバーッとかけて臭いを打ち消すとやる気が出ます、環境に悪いかもしれませんがキッチンでヤバい物質が出来て激ヤバ病が流行るよりマシです,62,2020/08/04 20:59,train,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
麺生食ティアリスト GOD tear 素麺 細くて食いやすい上に塩味がついている、とても美味い S tear インスタントラーメン 美味しい A tear うどん 小麦粉の味がする 以下雑魚,62,2020/08/04 23:04,train,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Twitter早朝部…いくわよ！！,62,2020/08/05 05:53,train,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
カウンセラー、名称独占資格(つまり資格を持ってないと名乗れない)じゃないから誰でも名乗れるんだよな……(気をつけましょう)(心理士は名称独占資格になりました),62,2020/08/05 20:56,train,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0
同居人の小学校の友達にTwitterでエゴサからLINE追加あったんだけどそんなことあるんだ(面白すぎて笑ってる),62,2020/08/06 00:04,train,1,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
同居人の母と同居人の小学校の友達からいつの間にかLINE追加されたこと…アリ……,62,2020/08/06 00:05,train,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
Twitter早朝部…いくわよ！！ 私事ですがネトゲをやりすぎた結果キーボードのEキーが反応しづらくなっており悲しくなっています,62,2020/08/06 05:34,train,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0
同居人、攻撃性が最も高かった時は毎日至るところに根性焼きをしてきていたのでだいぶ攻撃性がおさまってきてるのでいいと思います(それで攻撃性がおさまるならいっか～って思ってる),62,2020/08/06 15:34,train,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
むかしはあれが欲しい、これが欲しいというのがあったが最近はめっきり無くなって本くらいしか欲しいものがなくなってしまいました、適当にパスタを作って、たまに美味しいウイスキーを飲んで、もうそれだけで十分と思えます、歳でしょうかね,62,2020/08/06 21:17,train,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ガチで発狂して奇声を発しながらそこらじゅうにあるもの全部投げて壊す夢を見た 夢の中の自分、現実の性格と真反対でヒステリックになったり怒って周りのものを壊したりすることが多いしジキルとハイドみたいになりそうで怖いなとよく思う,62,2020/08/07 00:31,train,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0
2016年のツイート発掘されてRTされるの恥ずかしすぎる,62,2020/08/07 21:14,train,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,2,1,0
わたしの過去のイキったツイートをRTするのやめてください！！！！！,62,2020/08/07 22:11,train,1,2,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,2,0,0,0,0,1,0,2,1,0
陰茎に根性焼きされそうです、助けてください,62,2020/08/08 13:59,train,1,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0
ドラキュラの伝説はポルフィリン症が元になったかもとというのはご存知？ ポルフィリン症にかかるとヘム合成経路(赤血球にある酸素を運ぶやつ)がおかしくなり日光過敏症になるため夜行性になりがちになり、また赤血球もおかしくなり(調べてね)顔が青白く、歯が牙みたいになることもあるらしいわよ！！,62,2020/08/08 14:06,train,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
ファルコン・ツイ消し,62,2020/08/08 15:36,train,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
過度に女性を神聖化するオタクたち、早く女に絶望して神聖化をやめて欲しい,62,2020/08/08 17:23,train,1,2,0,0,2,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
人間に煽られ、発狂してしまった……(よくない),62,2020/08/08 20:44,train,0,3,0,0,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0
煽り耐性がクッッッソ低いため煽られると｢ふ～ん、そっか～｣って態度取るけど毎回内心マジで発狂してしまう、普段プライド？ないよ～？ みたいなムーブをするけど毎回自分の自信の無さのせいかついつい……,62,2020/08/08 20:54,train,0,3,0,0,2,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,1,1,1,0
仲良い人からからかわれるのは流せるけど微妙に関わる程度の人間からはマジで煽り耐性が本当に0,62,2020/08/08 21:00,train,0,3,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0
むかしは怒ったり発狂して壁やドアに穴開けたりしてたけど怒りで他のものを傷つけることの虚しさを理解し始めてからだんだんなくなった,62,2020/08/09 02:06,train,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JPSってジョンプレイヤースペシャルじゃなくてジャップ・ピース・吸えの略でピースを吸うことをオススメするタバコなんですよね、色がピースライトに似てるのはそういうことです,62,2020/08/09 02:10,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
授業中に手紙を回す文化は終わり、今はテレパシーで会話する時代,62,2020/08/09 02:45,train,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1677万色に輝くゲーミング送り火,62,2020/08/09 18:14,train,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
えち自撮りかオフ会の誘いください、当方めっぽう気さくです,62,2020/08/09 21:49,train,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ほわ○ぷワナビとか借○玉ワナビ、大抵頭(特に)とか行動力とか狂人度が足りないので見ててめちゃくちゃ痛いけどそういう人間に好感を抱く人けっこういてしょ～もないな～って毎回思ってる,62,2020/08/09 23:29,train,1,3,0,0,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
西成、行ったことあるけど空気というか瘴気というかがキツすぎて普通にいるだけでしんどいし楽しさが分からなかった,62,2020/08/10 19:49,train,2,2,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
卵が先か鶏が先かと言いますが実はセキショクヤケイという鳥が先らしいですよ,62,2020/08/10 20:15,train,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
マジか……,62,2020/08/11 02:34,train,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0
彼女、お借りしますって寝取られ系の同人誌だと思ってたんですが違うんですか？,62,2020/08/11 03:53,train,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0
ゲーム配信者のBGMでOfficial髭男dismのPretenderずっと流れてたせいでたまに聴くようになったわたしを今すぐ殺してくれないか？？？,62,2020/08/11 03:58,train,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
南村杞憂さんの展示行こうと思ったが都合と体力が合わずに行けず……(死),62,2020/08/11 17:08,train,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
教科書より円城塔の教科書の方が難しいと気づいてから教科書読むのが捗るようになったので円城塔の小説を試してみるのオススメです、ちなみにわたしは円城塔の『エピローグ』を途中まで読んで投げ出しました、元気がある時に読みたい,62,2020/08/11 17:10,train,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
今日の京都クソ暑いらしいな～って思って外見たらそこら中に人の形した炭の柱が立っててかなり怖かった,62,2020/08/11 17:23,train,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0
ドラえもんの先生の斬魄刀の解号…… 廊下に立っとれ、野比,62,2020/08/11 21:07,train,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ストゼロを飲む時の俺｢グッバイ 僕の運命の酒はこれじゃない 辛いけど否めない でも離れ難いのさ～｣,62,2020/08/11 22:12,train,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
リアルスマブラやりますか…わたしは特殊警棒を持っていきますが……,62,2020/08/11 23:12,train,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
クセになってんだ…顔のいい女の自撮りにいいね送るの……,62,2020/08/12 00:05,train,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
加速主義者なので毎日コンサータをモンスターで流し込んでる、誰も俺の加速を止められない,62,2020/08/12 14:16,train,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
ベースならあるが……(ほぼ貰い物の上わたしは弾けないので無料で送りますが……),62,2020/08/12 21:20,train,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
イソジン静注したら血液がイソジン色になったけど血液クレンジングのやり方ってこれで合ってる？,62,2020/08/12 21:21,train,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
自分も周りも含めて全体的に具合悪い時は『重力と恩寵』を読むに限るわね……,62,2020/08/12 21:48,train,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
加速主義者の1日 まず朝起きるとコンサータをモンスターで飲みます 昼頃になると頭痛がするのでカフェイン入りの鎮痛剤を飲みます 夕方にもカフェイン入りの鎮痛剤を飲みます コンサータとカフェインが切れて倒れるタイミングで寝ます,62,2020/08/12 22:27,train,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0
歯医者に行きたいがお盆休みなので予約すら取れずひたすら痛みに耐える修行をしています、よろしくお願いします,62,2020/08/12 22:29,train,3,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0
対偶ぶぶ漬け(家主が家を出ていき家を貰える),62,2020/08/13 00:10,train,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
わたしって囲われなんかなぁ～(テレテレ),62,2020/08/13 13:54,train,1,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TRUE LOVE PERFECT KISS,62,2020/08/13 14:20,train,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
モンスター飲まずにコンサタだけ飲んだら夕方になってた(死),62,2020/08/13 17:26,train,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
分子形が水に不溶な物質の塩を有機溶媒使わずに反応させる実験をしようとしてる人を観測してバランスよく学べる大学の偉大さを感じた(独学でちゃんとできる人も知っていて、その人は本当によくやってると思う),62,2020/08/13 17:59,train,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
LINE HOPってやつを観測したんですが穴兄妹竿姉妹を作るためのマッチングアプリでかなり怖かった,62,2020/08/13 22:48,train,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,2,1,0
damチャンネルをご覧の皆さん、こんにちは～ 西野カナです、勝手に震えています,62,2020/08/13 22:53,train,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
募 寝れる曲(寝れそうな曲を流す度に同居人に曲にケチをつけられる),62,2020/08/13 22:55,train,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IPを人質にパズドラみたいなスマホゲーを延々とやってるとはどういう状況なんだろうか……(単純に気になる),62,2020/08/14 07:23,train,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
歯、剤飲んでもめちゃくちゃ痛いんやが一瞬死ぬほど痛いのを我慢して破壊とかした方がいいのかな,62,2020/08/14 08:01,train,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
カフカが書いた香水 でも見てよ今の僕を 虫になった僕を,62,2020/08/14 16:48,train,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
みんなすぐ怒りに飲まれて他人を攻撃しようとするからこれだから人間は…と思っています……,62,2020/08/14 19:05,train,0,3,0,1,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
ヤリモクの いいねください 頼むから かぷりす,62,2020/08/15 00:30,train,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
最近精神の調子が割と良くていや～みんな大変そうだな～ってなってるが短歌とか小説とかが全く書けなくなってしまっている、コンサータとストラテラで思考がバラつかなくなったせいかもしれないが少し寂しい,62,2020/08/15 00:32,train,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
コミニケーション・タイム、色んな人と接したいのでやっています、普段リプライ飛ばしづらいな～って人も気軽にね！！！！！,62,2020/08/15 19:37,train,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
癖になってんだ…顔のいい女の自撮りにいいね送るの…… が下書きに大量にあるの病気だと思う,62,2020/08/15 22:00,train,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0
嵐、幻のシックスマンが存在するらしい,62,2020/08/15 22:19,train,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
sex2(ツー),62,2020/08/15 23:07,train,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
大阪に｢淡路｣って駅がありますがあの辺菅原道真が左遷されて淀川をどんぶらこしてる時に｢これが淡路島か～｣って間違えて淡路って名前になったらしいです,62,2020/08/15 23:32,train,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
複素数太郎さんがツイートしていた奥田民生になりたいボーイと出会う男全て狂わせるガールと語りえぬものについて沈黙するウィトゲンシュタインっていう画像めちゃくちゃ好きだったんですが持ってる人いませんか？,62,2020/08/15 23:43,train,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
リンクス行きたいが体力/zeroになっており……,62,2020/08/16 02:00,train,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
山の大の字以外の部分が全部燃えている逆大文字,62,2020/08/16 02:01,train,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Twitter二日酔い部、いくわよ……！！,62,2020/08/16 03:08,train,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0
スピリチュアルなものや人がちょっと苦手なの(苦手と言っても偏ったものとかに限る)、科学系の分野に進んだのもあるしそういう現象を雑な言葉で規定したくないというのもあるかもしれないとふと思った,62,2020/08/16 03:38,train,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ちなみにWHOの健康の定義にスピリチュアルにおける健康も組み込まれかけた(可決には至っていない)こともあるし終末医療とかにはスピリチュアルペインという言葉もあるので理解できないわけではない,62,2020/08/16 03:42,train,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
定期的に黒歴史RTの危機にあうが自ら黒歴史を見返したくないしかと言って全消去しようにも大事なツイートもあるし難しい……,62,2020/08/16 03:54,train,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0
たまに自由意志について興味が出るタームがあり、借りている『時間と自由意志』を読むんですが難解すぎて毎回挫折してるんだがそろそろ読み終えたい……(ｎ回目),62,2020/08/16 04:20,train,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
同期が結婚してるのを目撃してしまい、死,62,2020/08/16 22:34,train,0,2,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0
反抗期の同居人が暴れており、やれやれwになってる,62,2020/08/16 23:36,train,3,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
かなり優しい杏子ちゃん｢中途覚醒は寂しいもんな… いいよ、一緒に寝てやるよ……｣,62,2020/08/17 01:49,train,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
小説のプロット考える度にだいたい主人公が死ぬか主要登場人物全員死ぬのもしかして病気？？,62,2020/08/17 03:04,train,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
かぷりす、起床……,62,2020/08/17 13:55,train,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
秒針、噛んでみたけどプラスチックの味した,62,2020/08/17 20:42,train,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
